fecha,pais,hemisferio,car_type,payment_method,evento_especial,demanda_pasajeros
2025-05-27,Morocco,N,train_express,digital_wallet,0,66
2025-05-28,Morocco,N,luxury_bus,cash,0,18
2025-05-28,Morocco,N,luxury_bus,card,0,52
2025-05-28,Morocco,N,luxury_bus,digital_wallet,0,51
2025-05-28,Morocco,N,tourist_van,cash,0,234
2025-05-28,Morocco,N,tourist_van,card,0,260
2025-05-28,Morocco,N,tourist_van,digital_wallet,0,229
2025-05-28,Morocco,N,train_express,cash,0,61
2025-05-28,Morocco,N,train_express,card,0,56
2025-05-28,Morocco,N,train_express,digital_wallet,0,67
2025-05-29,Morocco,N,luxury_bus,cash,0,44
2025-05-29,Morocco,N,luxury_bus,card,0,43
2025-05-29,Morocco,N,luxury_bus,digital_wallet,0,65
2025-05-29,Morocco,N,tourist_van,cash,0,244
2025-05-29,Morocco,N,tourist_van,card,0,221
2025-05-29,Morocco,N,tourist_van,digital_wallet,0,233
2025-05-29,Morocco,N,train_express,cash,0,57
2025-05-29,Morocco,N,train_express,card,0,62
2025-05-29,Morocco,N,train_express,digital_wallet,0,44
2025-05-30,Morocco,N,luxury_bus,cash,0,82
2025-05-30,Morocco,N,luxury_bus,card,0,114
2025-05-30,Morocco,N,luxury_bus,digital_wallet,0,93
2025-05-30,Morocco,N,tourist_van,cash,0,280
2025-05-30,Morocco,N,tourist_van,card,0,260
2025-05-30,Morocco,N,tourist_van,digital_wallet,0,304
2025-05-30,Morocco,N,train_express,cash,0,119
2025-05-30,Morocco,N,train_express,card,0,105
2025-05-30,Morocco,N,train_express,digital_wallet,0,124
2025-05-31,Morocco,N,luxury_bus,cash,0,100
2025-05-31,Morocco,N,luxury_bus,card,0,127
2025-05-31,Morocco,N,luxury_bus,digital_wallet,0,91
2025-05-31,Morocco,N,tourist_van,cash,0,279
2025-05-31,Morocco,N,tourist_van,card,0,275
2025-05-31,Morocco,N,tourist_van,digital_wallet,0,291
2025-05-31,Morocco,N,train_express,cash,0,89
2025-05-31,Morocco,N,train_express,card,0,115
2025-05-31,Morocco,N,train_express,digital_wallet,0,108
2025-06-01,Morocco,N,luxury_bus,cash,0,74
2025-06-01,Morocco,N,luxury_bus,card,0,75
2025-06-01,Morocco,N,luxury_bus,digital_wallet,0,92
2025-06-01,Morocco,N,tourist_van,cash,0,399
2025-06-01,Morocco,N,tourist_van,card,0,392
2025-06-01,Morocco,N,tourist_van,digital_wallet,0,406
2025-06-01,Morocco,N,train_express,cash,0,57
2025-06-01,Morocco,N,train_express,card,0,84
2025-06-01,Morocco,N,train_express,digital_wallet,0,63
2025-06-02,Morocco,N,luxury_bus,cash,0,89
2025-06-02,Morocco,N,luxury_bus,card,0,91
2025-06-02,Morocco,N,luxury_bus,digital_wallet,0,105
2025-06-02,Morocco,N,tourist_van,cash,0,431
2025-06-02,Morocco,N,tourist_van,card,0,425
2025-06-02,Morocco,N,tourist_van,digital_wallet,0,453
2025-06-02,Morocco,N,train_express,cash,0,86
2025-06-02,Morocco,N,train_express,card,0,97
2025-06-02,Morocco,N,train_express,digital_wallet,0,104
2025-06-03,Morocco,N,luxury_bus,cash,0,77
2025-06-03,Morocco,N,luxury_bus,card,0,102
2025-06-03,Morocco,N,luxury_bus,digital_wallet,0,84
2025-06-03,Morocco,N,tourist_van,cash,0,443
2025-06-03,Morocco,N,tourist_van,card,0,421
2025-06-03,Morocco,N,tourist_van,digital_wallet,0,441
2025-06-03,Morocco,N,train_express,cash,0,110
2025-06-03,Morocco,N,train_express,card,0,107
2025-06-03,Morocco,N,train_express,digital_wallet,0,99
2025-06-04,Morocco,N,luxury_bus,cash,0,94
2025-06-04,Morocco,N,luxury_bus,card,0,89
2025-06-04,Morocco,N,luxury_bus,digital_wallet,0,114
2025-06-04,Morocco,N,tourist_van,cash,0,425
2025-06-04,Morocco,N,tourist_van,card,0,420
2025-06-04,Morocco,N,tourist_van,digital_wallet,0,441
2025-06-04,Morocco,N,train_express,cash,0,87
2025-06-04,Morocco,N,train_express,card,0,85
2025-06-04,Morocco,N,train_express,digital_wallet,0,79
2025-06-05,Morocco,N,luxury_bus,cash,0,91
2025-06-05,Morocco,N,luxury_bus,card,0,95
2025-06-05,Morocco,N,luxury_bus,digital_wallet,0,99
2025-06-05,Morocco,N,tourist_van,cash,0,444
2025-06-05,Morocco,N,tourist_van,card,0,439
2025-06-05,Morocco,N,tourist_van,digital_wallet,0,431
2025-06-05,Morocco,N,train_express,cash,0,94
2025-06-05,Morocco,N,train_express,card,0,102
2025-06-05,Morocco,N,train_express,digital_wallet,0,112
2025-06-06,Morocco,N,luxury_bus,cash,0,138
2025-06-06,Morocco,N,luxury_bus,card,0,146
2025-06-06,Morocco,N,luxury_bus,digital_wallet,0,139
2025-06-06,Morocco,N,tourist_van,cash,0,456
2025-06-06,Morocco,N,tourist_van,card,0,496
2025-06-06,Morocco,N,tourist_van,digital_wallet,0,495
2025-06-06,Morocco,N,train_express,cash,0,143
2025-06-06,Morocco,N,train_express,card,0,150
2025-06-06,Morocco,N,train_express,digital_wallet,0,168
2025-06-07,Morocco,N,luxury_bus,cash,0,131
2025-06-07,Morocco,N,luxury_bus,card,0,163
2025-06-07,Morocco,N,luxury_bus,digital_wallet,0,151
2025-06-07,Morocco,N,tourist_van,cash,0,466
2025-06-07,Morocco,N,tourist_van,card,0,495
2025-06-07,Morocco,N,tourist_van,digital_wallet,0,493
2025-06-07,Morocco,N,train_express,cash,0,141
2025-06-07,Morocco,N,train_express,card,0,152
2025-06-07,Morocco,N,train_express,digital_wallet,0,151
2025-06-08,Morocco,N,luxury_bus,cash,0,95
2025-06-08,Morocco,N,luxury_bus,card,0,81
2025-06-08,Morocco,N,luxury_bus,digital_wallet,0,75
2025-06-08,Morocco,N,tourist_van,cash,0,404
2025-06-08,Morocco,N,tourist_van,card,0,415
2025-06-08,Morocco,N,tourist_van,digital_wallet,0,409
2025-06-08,Morocco,N,train_express,cash,0,67
2025-06-08,Morocco,N,train_express,card,0,63
2025-06-08,Morocco,N,train_express,digital_wallet,0,65
2025-06-09,Morocco,N,luxury_bus,cash,0,58
2025-06-09,Morocco,N,luxury_bus,card,0,99
2025-06-09,Morocco,N,luxury_bus,digital_wallet,0,91
2025-06-09,Morocco,N,tourist_van,cash,0,452
2025-06-09,Morocco,N,tourist_van,card,0,433
2025-06-09,Morocco,N,tourist_van,digital_wallet,0,419
2025-06-09,Morocco,N,train_express,cash,0,96
2025-06-09,Morocco,N,train_express,card,0,84
2025-06-09,Morocco,N,train_express,digital_wallet,0,102
2025-06-10,Morocco,N,luxury_bus,cash,0,100
2025-06-10,Morocco,N,luxury_bus,card,0,108
2025-06-10,Morocco,N,luxury_bus,digital_wallet,0,87
2025-06-10,Morocco,N,tourist_van,cash,0,433
2025-06-10,Morocco,N,tourist_van,card,0,417
2025-06-10,Morocco,N,tourist_van,digital_wallet,0,441
2025-06-10,Morocco,N,train_express,cash,0,103
2025-06-10,Morocco,N,train_express,card,0,102
2025-06-10,Morocco,N,train_express,digital_wallet,0,96
2025-06-11,Morocco,N,luxury_bus,cash,0,101
2025-06-11,Morocco,N,luxury_bus,card,0,116
2025-06-11,Morocco,N,luxury_bus,digital_wallet,0,93
2025-06-11,Morocco,N,tourist_van,cash,0,435
2025-06-11,Morocco,N,tourist_van,card,0,420
2025-06-11,Morocco,N,tourist_van,digital_wallet,0,423
2025-06-11,Morocco,N,train_express,cash,0,98
2025-06-11,Morocco,N,train_express,card,0,110
2025-06-11,Morocco,N,train_express,digital_wallet,0,93
2025-06-12,Morocco,N,luxury_bus,cash,0,94
2025-06-12,Morocco,N,luxury_bus,card,0,92
2025-06-12,Morocco,N,luxury_bus,digital_wallet,0,90
2025-06-12,Morocco,N,tourist_van,cash,0,437
2025-06-12,Morocco,N,tourist_van,card,0,415
2025-06-12,Morocco,N,tourist_van,digital_wallet,0,448
2025-06-12,Morocco,N,train_express,cash,0,88
2025-06-12,Morocco,N,train_express,card,0,105
2025-06-12,Morocco,N,train_express,digital_wallet,0,81
2025-06-13,Morocco,N,luxury_bus,cash,0,144
2025-06-13,Morocco,N,luxury_bus,card,0,159
2025-06-13,Morocco,N,luxury_bus,digital_wallet,0,156
2025-06-13,Morocco,N,tourist_van,cash,0,461
2025-06-13,Morocco,N,tourist_van,card,0,491
2025-06-13,Morocco,N,tourist_van,digital_wallet,0,474
2025-06-13,Morocco,N,train_express,cash,0,133
2025-06-13,Morocco,N,train_express,card,0,164
2025-06-13,Morocco,N,train_express,digital_wallet,0,161
2025-06-14,Morocco,N,luxury_bus,cash,0,137
2025-06-14,Morocco,N,luxury_bus,card,0,140
2025-06-14,Morocco,N,luxury_bus,digital_wallet,0,159
2025-06-14,Morocco,N,tourist_van,cash,0,473
2025-06-14,Morocco,N,tourist_van,card,0,460
2025-06-14,Morocco,N,tourist_van,digital_wallet,0,497
2025-06-14,Morocco,N,train_express,cash,0,136
2025-06-14,Morocco,N,train_express,card,0,166
2025-06-14,Morocco,N,train_express,digital_wallet,0,138
2025-06-15,Morocco,N,luxury_bus,cash,0,53
2025-06-15,Morocco,N,luxury_bus,card,0,70
2025-06-15,Morocco,N,luxury_bus,digital_wallet,0,70
2025-06-15,Morocco,N,tourist_van,cash,0,408
2025-06-15,Morocco,N,tourist_van,card,0,391
2025-06-15,Morocco,N,tourist_van,digital_wallet,0,436
2025-06-15,Morocco,N,train_express,cash,0,88
2025-06-15,Morocco,N,train_express,card,0,75
2025-06-15,Morocco,N,train_express,digital_wallet,0,59
2025-06-16,Morocco,N,luxury_bus,cash,0,71
2025-06-16,Morocco,N,luxury_bus,card,0,94
2025-06-16,Morocco,N,luxury_bus,digital_wallet,0,93
2025-06-16,Morocco,N,tourist_van,cash,0,428
2025-06-16,Morocco,N,tourist_van,card,0,432
2025-06-16,Morocco,N,tourist_van,digital_wallet,0,436
2025-06-16,Morocco,N,train_express,cash,0,95
2025-06-16,Morocco,N,train_express,card,0,81
2025-06-16,Morocco,N,train_express,digital_wallet,0,102
2025-06-17,Morocco,N,luxury_bus,cash,0,73
2025-06-17,Morocco,N,luxury_bus,card,0,72
2025-06-17,Morocco,N,luxury_bus,digital_wallet,0,105
2025-06-17,Morocco,N,tourist_van,cash,0,439
2025-06-17,Morocco,N,tourist_van,card,0,432
2025-06-17,Morocco,N,tourist_van,digital_wallet,0,416
2025-06-17,Morocco,N,train_express,cash,0,88
2025-06-17,Morocco,N,train_express,card,0,93
2025-06-17,Morocco,N,train_express,digital_wallet,0,77
2025-06-18,Morocco,N,luxury_bus,cash,0,88
2025-06-18,Morocco,N,luxury_bus,card,0,104
2025-06-18,Morocco,N,luxury_bus,digital_wallet,0,114
2025-06-18,Morocco,N,tourist_van,cash,0,428
2025-06-18,Morocco,N,tourist_van,card,0,442
2025-06-18,Morocco,N,tourist_van,digital_wallet,0,410
2025-06-18,Morocco,N,train_express,cash,0,104
2025-06-18,Morocco,N,train_express,card,0,87
2025-06-18,Morocco,N,train_express,digital_wallet,0,100
2025-06-19,Morocco,N,luxury_bus,cash,0,94
2025-06-19,Morocco,N,luxury_bus,card,0,112
2025-06-19,Morocco,N,luxury_bus,digital_wallet,0,86
2025-06-19,Morocco,N,tourist_van,cash,0,441
2025-06-19,Morocco,N,tourist_van,card,0,430
2025-06-19,Morocco,N,tourist_van,digital_wallet,0,431
2025-06-19,Morocco,N,train_express,cash,0,94
2025-06-19,Morocco,N,train_express,card,0,86
2025-06-19,Morocco,N,train_express,digital_wallet,0,96
2025-06-20,Morocco,N,luxury_bus,cash,0,136
2025-06-20,Morocco,N,luxury_bus,card,0,154
2025-06-20,Morocco,N,luxury_bus,digital_wallet,0,153
2025-06-20,Morocco,N,tourist_van,cash,0,483
2025-06-20,Morocco,N,tourist_van,card,0,499
2025-06-20,Morocco,N,tourist_van,digital_wallet,0,476
2025-06-20,Morocco,N,train_express,cash,0,147
2025-06-20,Morocco,N,train_express,card,0,137
2025-06-20,Morocco,N,train_express,digital_wallet,0,159
2025-06-21,Morocco,N,luxury_bus,cash,0,144
2025-06-21,Morocco,N,luxury_bus,card,0,129
2025-06-21,Morocco,N,luxury_bus,digital_wallet,0,153
2025-06-21,Morocco,N,tourist_van,cash,0,468
2025-06-21,Morocco,N,tourist_van,card,0,479
2025-06-21,Morocco,N,tourist_van,digital_wallet,0,504
2025-06-21,Morocco,N,train_express,cash,0,129
2025-06-21,Morocco,N,train_express,card,0,142
2025-06-21,Morocco,N,train_express,digital_wallet,0,152
2025-06-22,Morocco,N,luxury_bus,cash,0,75
2025-06-22,Morocco,N,luxury_bus,card,0,65
2025-06-22,Morocco,N,luxury_bus,digital_wallet,0,81
2025-06-22,Morocco,N,tourist_van,cash,0,410
2025-06-22,Morocco,N,tourist_van,card,0,377
2025-06-22,Morocco,N,tourist_van,digital_wallet,0,397
2025-06-22,Morocco,N,train_express,cash,0,60
2025-06-22,Morocco,N,train_express,card,0,72
2025-06-22,Morocco,N,train_express,digital_wallet,0,35
2025-06-23,Morocco,N,luxury_bus,cash,0,127
2025-06-23,Morocco,N,luxury_bus,card,0,103
2025-06-23,Morocco,N,luxury_bus,digital_wallet,0,98
2025-06-23,Morocco,N,tourist_van,cash,0,447
2025-06-23,Morocco,N,tourist_van,card,0,461
2025-06-23,Morocco,N,tourist_van,digital_wallet,0,444
2025-06-23,Morocco,N,train_express,cash,0,108
2025-06-23,Morocco,N,train_express,card,0,98
2025-06-23,Morocco,N,train_express,digital_wallet,0,95
2025-06-24,Morocco,N,luxury_bus,cash,0,91
2025-06-24,Morocco,N,luxury_bus,card,0,87
2025-06-24,Morocco,N,luxury_bus,digital_wallet,0,88
2025-06-24,Morocco,N,tourist_van,cash,0,417
2025-06-24,Morocco,N,tourist_van,card,0,432
2025-06-24,Morocco,N,tourist_van,digital_wallet,0,413
2025-06-24,Morocco,N,train_express,cash,0,99
2025-06-24,Morocco,N,train_express,card,0,96
2025-06-24,Morocco,N,train_express,digital_wallet,0,98
2025-06-25,Morocco,N,luxury_bus,cash,0,90
2025-06-25,Morocco,N,luxury_bus,card,0,134
2025-06-25,Morocco,N,luxury_bus,digital_wallet,0,113
2025-06-25,Morocco,N,tourist_van,cash,0,418
2025-06-25,Morocco,N,tourist_van,card,0,436
2025-06-25,Morocco,N,tourist_van,digital_wallet,0,426
2025-06-25,Morocco,N,train_express,cash,0,84
2025-06-25,Morocco,N,train_express,card,0,81
2025-06-25,Morocco,N,train_express,digital_wallet,0,102
2025-06-26,Morocco,N,luxury_bus,cash,0,88
2025-06-26,Morocco,N,luxury_bus,card,0,108
2025-06-26,Morocco,N,luxury_bus,digital_wallet,0,109
2025-06-26,Morocco,N,tourist_van,cash,0,450
2025-06-26,Morocco,N,tourist_van,card,0,423
2025-06-26,Morocco,N,tourist_van,digital_wallet,0,439
2025-06-26,Morocco,N,train_express,cash,0,104
2025-06-26,Morocco,N,train_express,card,0,91
2025-06-26,Morocco,N,train_express,digital_wallet,0,87
2025-06-27,Morocco,N,luxury_bus,cash,0,156
2025-06-27,Morocco,N,luxury_bus,card,0,154
2025-06-27,Morocco,N,luxury_bus,digital_wallet,0,159
2025-06-27,Morocco,N,tourist_van,cash,0,463
2025-06-27,Morocco,N,tourist_van,card,0,474
2025-06-27,Morocco,N,tourist_van,digital_wallet,0,481
2025-06-27,Morocco,N,train_express,cash,0,135
2025-06-27,Morocco,N,train_express,card,0,139
2025-06-27,Morocco,N,train_express,digital_wallet,0,152
2025-06-28,Morocco,N,luxury_bus,cash,0,116
2025-06-28,Morocco,N,luxury_bus,card,0,138
2025-06-28,Morocco,N,luxury_bus,digital_wallet,0,160
2025-06-28,Morocco,N,tourist_van,cash,0,481
2025-06-28,Morocco,N,tourist_van,card,0,484
2025-06-28,Morocco,N,tourist_van,digital_wallet,0,476
2025-06-28,Morocco,N,train_express,cash,0,124
2025-06-28,Morocco,N,train_express,card,0,147
2025-06-28,Morocco,N,train_express,digital_wallet,0,159
2025-06-29,Morocco,N,luxury_bus,cash,0,78
2025-06-29,Morocco,N,luxury_bus,card,0,61
2025-06-29,Morocco,N,luxury_bus,digital_wallet,0,53
2025-06-29,Morocco,N,tourist_van,cash,0,406
2025-06-29,Morocco,N,tourist_van,card,0,393
2025-06-29,Morocco,N,tourist_van,digital_wallet,0,397
2025-06-29,Morocco,N,train_express,cash,0,83
2025-06-29,Morocco,N,train_express,card,0,77
2025-06-29,Morocco,N,train_express,digital_wallet,0,69
2025-06-30,Morocco,N,luxury_bus,cash,0,106
2025-06-30,Morocco,N,luxury_bus,card,0,99
2025-06-30,Morocco,N,luxury_bus,digital_wallet,0,109
2025-06-30,Morocco,N,tourist_van,cash,0,454
2025-06-30,Morocco,N,tourist_van,card,0,450
2025-06-30,Morocco,N,tourist_van,digital_wallet,0,449
2025-06-30,Morocco,N,train_express,cash,0,142
2025-06-30,Morocco,N,train_express,card,0,100
2025-06-30,Morocco,N,train_express,digital_wallet,0,104
2025-07-01,Morocco,N,luxury_bus,cash,0,114
2025-07-01,Morocco,N,luxury_bus,card,0,102
2025-07-01,Morocco,N,luxury_bus,digital_wallet,0,91
2025-07-01,Morocco,N,tourist_van,cash,0,428
2025-07-01,Morocco,N,tourist_van,card,0,436
2025-07-01,Morocco,N,tourist_van,digital_wallet,0,418
2025-07-01,Morocco,N,train_express,cash,0,95
2025-07-01,Morocco,N,train_express,card,0,110
2025-07-01,Morocco,N,train_express,digital_wallet,0,70
2025-07-02,Morocco,N,luxury_bus,cash,0,115
2025-07-02,Morocco,N,luxury_bus,card,0,110
2025-07-02,Morocco,N,luxury_bus,digital_wallet,0,91
2025-07-02,Morocco,N,tourist_van,cash,0,440
2025-07-02,Morocco,N,tourist_van,card,0,433
2025-07-02,Morocco,N,tourist_van,digital_wallet,0,448
2025-07-02,Morocco,N,train_express,cash,0,109
2025-07-02,Morocco,N,train_express,card,0,80
2025-07-02,Morocco,N,train_express,digital_wallet,0,104
2025-07-03,Morocco,N,luxury_bus,cash,0,94
2025-07-03,Morocco,N,luxury_bus,card,0,98
2025-07-03,Morocco,N,luxury_bus,digital_wallet,0,88
2025-07-03,Morocco,N,tourist_van,cash,0,454
2025-07-03,Morocco,N,tourist_van,card,0,446
2025-07-03,Morocco,N,tourist_van,digital_wallet,0,424
2025-07-03,Morocco,N,train_express,cash,0,81
2025-07-03,Morocco,N,train_express,card,0,92
2025-07-03,Morocco,N,train_express,digital_wallet,0,102
2025-07-04,Morocco,N,luxury_bus,cash,0,140
2025-07-04,Morocco,N,luxury_bus,card,0,167
2025-07-04,Morocco,N,luxury_bus,digital_wallet,0,161
2025-07-04,Morocco,N,tourist_van,cash,0,485
2025-07-04,Morocco,N,tourist_van,card,0,492
2025-07-04,Morocco,N,tourist_van,digital_wallet,0,472
2025-07-04,Morocco,N,train_express,cash,0,134
2025-07-04,Morocco,N,train_express,card,0,164
2025-07-04,Morocco,N,train_express,digital_wallet,0,151
2025-07-05,Morocco,N,luxury_bus,cash,0,143
2025-07-05,Morocco,N,luxury_bus,card,0,148
2025-07-05,Morocco,N,luxury_bus,digital_wallet,0,139
2025-07-05,Morocco,N,tourist_van,cash,0,472
2025-07-05,Morocco,N,tourist_van,card,0,492
2025-07-05,Morocco,N,tourist_van,digital_wallet,0,480
2025-07-05,Morocco,N,train_express,cash,0,134
2025-07-05,Morocco,N,train_express,card,0,140
2025-07-05,Morocco,N,train_express,digital_wallet,0,165
2025-07-06,Morocco,N,luxury_bus,cash,0,63
2025-07-06,Morocco,N,luxury_bus,card,0,84
2025-07-06,Morocco,N,luxury_bus,digital_wallet,0,85
2025-07-06,Morocco,N,tourist_van,cash,0,402
2025-07-06,Morocco,N,tourist_van,card,0,391
2025-07-06,Morocco,N,tourist_van,digital_wallet,0,378
2025-07-06,Morocco,N,train_express,cash,0,49
2025-07-06,Morocco,N,train_express,card,0,50
2025-07-06,Morocco,N,train_express,digital_wallet,0,83
2025-07-07,Morocco,N,luxury_bus,cash,0,98
2025-07-07,Morocco,N,luxury_bus,card,0,101
2025-07-07,Morocco,N,luxury_bus,digital_wallet,0,70
2025-07-07,Morocco,N,tourist_van,cash,0,419
2025-07-07,Morocco,N,tourist_van,card,0,444
2025-07-07,Morocco,N,tourist_van,digital_wallet,0,437
2025-07-07,Morocco,N,train_express,cash,0,95
2025-07-07,Morocco,N,train_express,card,0,104
2025-07-07,Morocco,N,train_express,digital_wallet,0,116
2025-07-08,Morocco,N,luxury_bus,cash,0,94
2025-07-08,Morocco,N,luxury_bus,card,0,98
2025-07-08,Morocco,N,luxury_bus,digital_wallet,0,99
2025-07-08,Morocco,N,tourist_van,cash,0,462
2025-07-08,Morocco,N,tourist_van,card,0,408
2025-07-08,Morocco,N,tourist_van,digital_wallet,0,442
2025-07-08,Morocco,N,train_express,cash,0,95
2025-07-08,Morocco,N,train_express,card,0,104
2025-07-08,Morocco,N,train_express,digital_wallet,0,89
2025-07-09,Morocco,N,luxury_bus,cash,0,96
2025-07-09,Morocco,N,luxury_bus,card,0,105
2025-07-09,Morocco,N,luxury_bus,digital_wallet,0,134
2025-07-09,Morocco,N,tourist_van,cash,0,443
2025-07-09,Morocco,N,tourist_van,card,0,423
2025-07-09,Morocco,N,tourist_van,digital_wallet,0,428
2025-07-09,Morocco,N,train_express,cash,0,91
2025-07-09,Morocco,N,train_express,card,0,75
2025-07-09,Morocco,N,train_express,digital_wallet,0,93
2025-07-10,Morocco,N,luxury_bus,cash,0,106
2025-07-10,Morocco,N,luxury_bus,card,0,82
2025-07-10,Morocco,N,luxury_bus,digital_wallet,0,109
2025-07-10,Morocco,N,tourist_van,cash,0,439
2025-07-10,Morocco,N,tourist_van,card,0,425
2025-07-10,Morocco,N,tourist_van,digital_wallet,0,432
2025-07-10,Morocco,N,train_express,cash,0,116
2025-07-10,Morocco,N,train_express,card,0,106
2025-07-10,Morocco,N,train_express,digital_wallet,0,97
2025-07-11,Morocco,N,luxury_bus,cash,0,134
2025-07-11,Morocco,N,luxury_bus,card,0,153
2025-07-11,Morocco,N,luxury_bus,digital_wallet,0,146
2025-07-11,Morocco,N,tourist_van,cash,0,448
2025-07-11,Morocco,N,tourist_van,card,0,513
2025-07-11,Morocco,N,tourist_van,digital_wallet,0,490
2025-07-11,Morocco,N,train_express,cash,0,142
2025-07-11,Morocco,N,train_express,card,0,151
2025-07-11,Morocco,N,train_express,digital_wallet,0,143
2025-07-12,Morocco,N,luxury_bus,cash,0,135
2025-07-12,Morocco,N,luxury_bus,card,0,133
2025-07-12,Morocco,N,luxury_bus,digital_wallet,0,179
2025-07-12,Morocco,N,tourist_van,cash,0,459
2025-07-12,Morocco,N,tourist_van,card,0,476
2025-07-12,Morocco,N,tourist_van,digital_wallet,0,483
2025-07-12,Morocco,N,train_express,cash,0,152
2025-07-12,Morocco,N,train_express,card,0,152
2025-07-12,Morocco,N,train_express,digital_wallet,0,137
2025-07-13,Morocco,N,luxury_bus,cash,0,82
2025-07-13,Morocco,N,luxury_bus,card,0,76
2025-07-13,Morocco,N,luxury_bus,digital_wallet,0,73
2025-07-13,Morocco,N,tourist_van,cash,0,412
2025-07-13,Morocco,N,tourist_van,card,0,432
2025-07-13,Morocco,N,tourist_van,digital_wallet,0,430
2025-07-13,Morocco,N,train_express,cash,0,59
2025-07-13,Morocco,N,train_express,card,0,86
2025-07-13,Morocco,N,train_express,digital_wallet,0,71
2025-07-14,Morocco,N,luxury_bus,cash,0,103
2025-07-14,Morocco,N,luxury_bus,card,0,77
2025-07-14,Morocco,N,luxury_bus,digital_wallet,0,95
2025-07-14,Morocco,N,tourist_van,cash,0,424
2025-07-14,Morocco,N,tourist_van,card,0,443
2025-07-14,Morocco,N,tourist_van,digital_wallet,0,446
2025-07-14,Morocco,N,train_express,cash,0,72
2025-07-14,Morocco,N,train_express,card,0,97
2025-07-14,Morocco,N,train_express,digital_wallet,0,110
2025-07-15,Morocco,N,luxury_bus,cash,0,120
2025-07-15,Morocco,N,luxury_bus,card,0,106
2025-07-15,Morocco,N,luxury_bus,digital_wallet,0,101
2025-07-15,Morocco,N,tourist_van,cash,0,463
2025-07-15,Morocco,N,tourist_van,card,0,430
2025-07-15,Morocco,N,tourist_van,digital_wallet,0,419
2025-07-15,Morocco,N,train_express,cash,0,108
2025-07-15,Morocco,N,train_express,card,0,105
2025-07-15,Morocco,N,train_express,digital_wallet,0,97
2025-07-16,Morocco,N,luxury_bus,cash,0,95
2025-07-16,Morocco,N,luxury_bus,card,0,92
2025-07-16,Morocco,N,luxury_bus,digital_wallet,0,93
2025-07-16,Morocco,N,tourist_van,cash,0,446
2025-07-16,Morocco,N,tourist_van,card,0,430
2025-07-16,Morocco,N,tourist_van,digital_wallet,0,417
2025-07-16,Morocco,N,train_express,cash,0,106
2025-07-16,Morocco,N,train_express,card,0,94
2025-07-16,Morocco,N,train_express,digital_wallet,0,97
2025-07-17,Morocco,N,luxury_bus,cash,0,116
2025-07-17,Morocco,N,luxury_bus,card,0,97
2025-07-17,Morocco,N,luxury_bus,digital_wallet,0,100
2025-07-17,Morocco,N,tourist_van,cash,0,419
2025-07-17,Morocco,N,tourist_van,card,0,431
2025-07-17,Morocco,N,tourist_van,digital_wallet,0,441
2025-07-17,Morocco,N,train_express,cash,0,78
2025-07-17,Morocco,N,train_express,card,0,99
2025-07-17,Morocco,N,train_express,digital_wallet,0,98
2025-07-18,Morocco,N,luxury_bus,cash,0,137
2025-07-18,Morocco,N,luxury_bus,card,0,164
2025-07-18,Morocco,N,luxury_bus,digital_wallet,0,156
2025-07-18,Morocco,N,tourist_van,cash,0,491
2025-07-18,Morocco,N,tourist_van,card,0,477
2025-07-18,Morocco,N,tourist_van,digital_wallet,0,490
2025-07-18,Morocco,N,train_express,cash,0,138
2025-07-18,Morocco,N,train_express,card,0,139
2025-07-18,Morocco,N,train_express,digital_wallet,0,163
2025-07-19,Morocco,N,luxury_bus,cash,0,165
2025-07-19,Morocco,N,luxury_bus,card,0,152
2025-07-19,Morocco,N,luxury_bus,digital_wallet,0,158
2025-07-19,Morocco,N,tourist_van,cash,0,475
2025-07-19,Morocco,N,tourist_van,card,0,480
2025-07-19,Morocco,N,tourist_van,digital_wallet,0,467
2025-07-19,Morocco,N,train_express,cash,0,129
2025-07-19,Morocco,N,train_express,card,0,135
2025-07-19,Morocco,N,train_express,digital_wallet,0,172
2025-07-20,Morocco,N,luxury_bus,cash,0,66
2025-07-20,Morocco,N,luxury_bus,card,0,63
2025-07-20,Morocco,N,luxury_bus,digital_wallet,0,78
2025-07-20,Morocco,N,tourist_van,cash,0,390
2025-07-20,Morocco,N,tourist_van,card,0,394
2025-07-20,Morocco,N,tourist_van,digital_wallet,0,404
2025-07-20,Morocco,N,train_express,cash,0,79
2025-07-20,Morocco,N,train_express,card,0,73
2025-07-20,Morocco,N,train_express,digital_wallet,0,70
2025-07-21,Morocco,N,luxury_bus,cash,0,98
2025-07-21,Morocco,N,luxury_bus,card,0,102
2025-07-21,Morocco,N,luxury_bus,digital_wallet,0,99
2025-07-21,Morocco,N,tourist_van,cash,0,421
2025-07-21,Morocco,N,tourist_van,card,0,434
2025-07-21,Morocco,N,tourist_van,digital_wallet,0,421
2025-07-21,Morocco,N,train_express,cash,0,98
2025-07-21,Morocco,N,train_express,card,0,91
2025-07-21,Morocco,N,train_express,digital_wallet,0,127
2025-07-22,Morocco,N,luxury_bus,cash,0,97
2025-07-22,Morocco,N,luxury_bus,card,0,80
2025-07-22,Morocco,N,luxury_bus,digital_wallet,0,95
2025-07-22,Morocco,N,tourist_van,cash,0,440
2025-07-22,Morocco,N,tourist_van,card,0,454
2025-07-22,Morocco,N,tourist_van,digital_wallet,0,427
2025-07-22,Morocco,N,train_express,cash,0,78
2025-07-22,Morocco,N,train_express,card,0,107
